Day of Date,Reg,Segmen Produk,Revenue,Target
7/6/2024,Pospay,Fund Distribution,0,150143193
7/6/2024,Pospay,Payment,312811992,0
7/6/2024,Pospay,Remittance & Sharia,64331,
7/6/2024,Reg 1,Bendapos & Meterai,113042698,170879607
7/6/2024,Reg 1,Fronting,26961433,109081821
7/6/2024,Reg 1,Fund Distribution,,14374176
7/6/2024,Reg 1,Payment,80255727,215188868
7/6/2024,Reg 1,Remittance & Sharia,16438236,35664427
7/6/2024,Reg 2,Bendapos & Meterai,89595270,262877463
7/6/2024,Reg 2,Fronting,18241259,37769743
7/6/2024,Reg 2,Fund Distribution,,6503581
7/6/2024,Reg 2,Payment,38014526,86702872
7/6/2024,Reg 2,Remittance & Sharia,22328869,55476243
7/6/2024,Reg 3,Bendapos & Meterai,65153738,90396446
7/6/2024,Reg 3,Fronting,14941202,52692655
7/6/2024,Reg 3,Fund Distribution,,9449989
7/6/2024,Reg 3,Payment,24027245,67370154
7/6/2024,Reg 3,Remittance & Sharia,54112892,95275494
7/6/2024,Reg 4,Bendapos & Meterai,69333100,118432921
7/6/2024,Reg 4,Fronting,16452269,53895631
7/6/2024,Reg 4,Fund Distribution,,8766207
7/6/2024,Reg 4,Payment,62583888,139387283
7/6/2024,Reg 4,Remittance & Sharia,12424594,28492081
7/6/2024,Reg 5,Bendapos & Meterai,117198178,175852001
7/6/2024,Reg 5,Fronting,34106378,86351010
7/6/2024,Reg 5,Fund Distribution,,15643961
7/6/2024,Reg 5,Payment,59363130,145214181
7/6/2024,Reg 5,Remittance & Sharia,31683691,60945356
7/6/2024,Reg 6,Bendapos & Meterai,81894134,141197631
7/6/2024,Reg 6,Fronting,34249661,93219732
7/6/2024,Reg 6,Fund Distribution,,18402778
7/6/2024,Reg 6,Payment,88825025,205319854
7/6/2024,Reg 6,Remittance & Sharia,29255041,45263080
7/7/2024,Pospay,Fronting,390000,
7/7/2024,Pospay,Fund Distribution,0,42359849
7/7/2024,Pospay,Payment,274739618,0
7/7/2024,Pospay,Remittance & Sharia,21890,
7/7/2024,Reg 1,Bendapos & Meterai,0,0
7/7/2024,Reg 1,Fronting,27009203,11012516
7/7/2024,Reg 1,Fund Distribution,,1451108
7/7/2024,Reg 1,Payment,7501877,37673877
7/7/2024,Reg 1,Remittance & Sharia,3834194,7130912
7/7/2024,Reg 2,Bendapos & Meterai,0,0
7/7/2024,Reg 2,Fronting,18181756,3813100
7/7/2024,Reg 2,Fund Distribution,,656563
7/7/2024,Reg 2,Payment,5983158,15546232
7/7/2024,Reg 2,Remittance & Sharia,9444278,10829649
7/7/2024,Reg 3,Bendapos & Meterai,0,0
7/7/2024,Reg 3,Fronting,15124530,5319665
7/7/2024,Reg 3,Fund Distribution,,954020
7/7/2024,Reg 3,Payment,2534588,11639550
7/7/2024,Reg 3,Remittance & Sharia,15223513,17326328
7/7/2024,Reg 4,Bendapos & Meterai,0,0
7/7/2024,Reg 4,Fronting,16425224,5441110
7/7/2024,Reg 4,Fund Distribution,,884972
7/7/2024,Reg 4,Payment,5369585,24270358
7/7/2024,Reg 4,Remittance & Sharia,2694162,5499008
7/7/2024,Reg 5,Bendapos & Meterai,0,0
7/7/2024,Reg 5,Fronting,34075117,8717683
7/7/2024,Reg 5,Fund Distribution,,1579308
7/7/2024,Reg 5,Payment,3089319,24746416
7/7/2024,Reg 5,Remittance & Sharia,3327941,11445733
7/7/2024,Reg 6,Bendapos & Meterai,0,0
7/7/2024,Reg 6,Fronting,34327248,9411134
7/7/2024,Reg 6,Fund Distribution,,1857829
7/7/2024,Reg 6,Payment,6407166,36705443
7/7/2024,Reg 6,Remittance & Sharia,6610196,9366643
7/8/2024,Pospay,Fronting,379108,
7/8/2024,Pospay,Fund Distribution,0,302939275
7/8/2024,Pospay,Payment,321913178,0
7/8/2024,Pospay,Remittance & Sharia,71237041,0
7/8/2024,Reg 1,Bendapos & Meterai,184845452,225160709
7/8/2024,Reg 1,Fronting,25383781,217986249
7/8/2024,Reg 1,Fund Distribution,,28725007
7/8/2024,Reg 1,Payment,215555082,538266525
7/8/2024,Reg 1,Remittance & Sharia,27804032,77684944
7/8/2024,Reg 2,Bendapos & Meterai,221445568,343498233
7/8/2024,Reg 2,Fronting,16251323,75478066
7/8/2024,Reg 2,Fund Distribution,,12996595
7/8/2024,Reg 2,Payment,110895138,217880173
7/8/2024,Reg 2,Remittance & Sharia,54037262,127205228
7/8/2024,Reg 3,Bendapos & Meterai,115157354,117880676
7/8/2024,Reg 3,Fronting,15202649,105299613
7/8/2024,Reg 3,Fund Distribution,,18884618
7/8/2024,Reg 3,Payment,65848315,170178574
7/8/2024,Reg 3,Remittance & Sharia,111479366,248901784
7/8/2024,Reg 4,Bendapos & Meterai,103092150,154269687
7/8/2024,Reg 4,Fronting,16286415,107703615
7/8/2024,Reg 4,Fund Distribution,,17518181
7/8/2024,Reg 4,Payment,144886544,354920526
7/8/2024,Reg 4,Remittance & Sharia,23914635,66802310
7/8/2024,Reg 5,Bendapos & Meterai,177595030,229549679
7/8/2024,Reg 5,Fronting,32704104,172561596
7/8/2024,Reg 5,Fund Distribution,,31262509
7/8/2024,Reg 5,Payment,149423540,377547534
7/8/2024,Reg 5,Remittance & Sharia,61646818,149989010
7/8/2024,Reg 6,Bendapos & Meterai,152475632,186081655
7/8/2024,Reg 6,Fronting,32911632,186287871
7/8/2024,Reg 6,Fund Distribution,,36775652
7/8/2024,Reg 6,Payment,210821610,513731361
7/8/2024,Reg 6,Remittance & Sharia,33259323,90182986
7/9/2024,Pospay,Fronting,376913,
7/9/2024,Pospay,Fund Distribution,0,205729054
7/9/2024,Pospay,Payment,254545168,0
7/9/2024,Pospay,Remittance & Sharia,30659202,0
7/9/2024,Reg 1,Bendapos & Meterai,192643918,311967766
7/9/2024,Reg 1,Fronting,25330529,204536321
7/9/2024,Reg 1,Fund Distribution,,26952622
7/9/2024,Reg 1,Payment,179600320,415399366
7/9/2024,Reg 1,Remittance & Sharia,20926368,54389514
7/9/2024,Reg 2,Bendapos & Meterai,324022806,479213970
7/9/2024,Reg 2,Fronting,15616586,70821008
7/9/2024,Reg 2,Fund Distribution,,12194687
7/9/2024,Reg 2,Payment,86918894,167892885
7/9/2024,Reg 2,Remittance & Sharia,34314296,87451627
7/9/2024,Reg 3,Bendapos & Meterai,114498610,164729834
7/9/2024,Reg 3,Fronting,15035778,98802542
7/9/2024,Reg 3,Fund Distribution,,17719413
7/9/2024,Reg 3,Payment,54637670,131307576
7/9/2024,Reg 3,Remittance & Sharia,65613541,163831801
7/9/2024,Reg 4,Bendapos & Meterai,128435850,215778544
7/9/2024,Reg 4,Fronting,16268363,101058217
7/9/2024,Reg 4,Fund Distribution,,16437281
7/9/2024,Reg 4,Payment,117607662,275687023
7/9/2024,Reg 4,Remittance & Sharia,38541723,45575439
7/9/2024,Reg 5,Bendapos & Meterai,199498910,320512883
7/9/2024,Reg 5,Fronting,33406868,161914408
7/9/2024,Reg 5,Fund Distribution,,29333563
7/9/2024,Reg 5,Payment,131037605,295182512
7/9/2024,Reg 5,Remittance & Sharia,42334504,100694085
7/9/2024,Reg 6,Bendapos & Meterai,162166658,257786412
7/9/2024,Reg 6,Fronting,32956695,174793758
7/9/2024,Reg 6,Fund Distribution,,34506542
7/9/2024,Reg 6,Payment,160209560,397584056
7/9/2024,Reg 6,Remittance & Sharia,27721926,65304701
7/10/2024,Pospay,Fronting,378867,
7/10/2024,Pospay,Fund Distribution,0,168049203
7/10/2024,Pospay,Payment,307185230,0
7/10/2024,Pospay,Remittance & Sharia,26457824,0
7/10/2024,Reg 1,Bendapos & Meterai,205431208,311973827
7/10/2024,Reg 1,Fronting,53100029,190089794
7/10/2024,Reg 1,Fund Distribution,,25048932
7/10/2024,Reg 1,Payment,177414674,359394505
7/10/2024,Reg 1,Remittance & Sharia,18905073,50184177
7/10/2024,Reg 2,Bendapos & Meterai,349594076,484299291
7/10/2024,Reg 2,Fronting,23387396,65818878
7/10/2024,Reg 2,Fund Distribution,,11333368
7/10/2024,Reg 2,Payment,83745861,144234720
7/10/2024,Reg 2,Remittance & Sharia,31975869,79208172
7/10/2024,Reg 3,Bendapos & Meterai,125978196,166899312
7/10/2024,Reg 3,Fronting,45297818,91824058
7/10/2024,Reg 3,Fund Distribution,,16467880
7/10/2024,Reg 3,Payment,53285881,113472930
7/10/2024,Reg 3,Remittance & Sharia,58108088,141500906
7/10/2024,Reg 4,Bendapos & Meterai,144585950,218923094
7/10/2024,Reg 4,Fronting,38052209,93920414
7/10/2024,Reg 4,Fund Distribution,,15276299
7/10/2024,Reg 4,Payment,116267980,239484042
7/10/2024,Reg 4,Remittance & Sharia,14661685,40943640
7/10/2024,Reg 5,Bendapos & Meterai,201295214,324325881
7/10/2024,Reg 5,Fronting,73315083,150478292
7/10/2024,Reg 5,Fund Distribution,,27261712
7/10/2024,Reg 5,Payment,127565799,259090774
7/10/2024,Reg 5,Remittance & Sharia,212568417,88838555
7/10/2024,Reg 6,Bendapos & Meterai,189206922,257735778
7/10/2024,Reg 6,Fronting,54686896,162447965
7/10/2024,Reg 6,Fund Distribution,,32069317
7/10/2024,Reg 6,Payment,167292339,344312240
7/10/2024,Reg 6,Remittance & Sharia,346310113,62152008
7/11/2024,Pospay,Fronting,378783,
7/11/2024,Pospay,Fund Distribution,0,155829675
7/11/2024,Pospay,Payment,289263495,0
7/11/2024,Pospay,Remittance & Sharia,25397412,0
7/11/2024,Reg 1,Bendapos & Meterai,212056616,296330655
7/11/2024,Reg 1,Fronting,25492498,185073587
7/11/2024,Reg 1,Fund Distribution,,24387955
7/11/2024,Reg 1,Payment,151531769,353836652
7/11/2024,Reg 1,Remittance & Sharia,18069779,71506796
7/11/2024,Reg 2,Bendapos & Meterai,336396780,438997549
7/11/2024,Reg 2,Fronting,20026217,64082008
7/11/2024,Reg 2,Fund Distribution,,11034301
7/11/2024,Reg 2,Payment,69352080,142789013
7/11/2024,Reg 2,Remittance & Sharia,31955977,103680048
7/11/2024,Reg 3,Bendapos & Meterai,113340704,149560869
7/11/2024,Reg 3,Fronting,15030587,89400948
7/11/2024,Reg 3,Fund Distribution,,16033325
7/11/2024,Reg 3,Payment,46005045,111923236
7/11/2024,Reg 3,Remittance & Sharia,57985698,141740663
7/11/2024,Reg 4,Bendapos & Meterai,123233940,194942763
7/11/2024,Reg 4,Fronting,16838599,91441981
7/11/2024,Reg 4,Fund Distribution,,14873194
7/11/2024,Reg 4,Payment,102187224,236252657
7/11/2024,Reg 4,Remittance & Sharia,15678339,51474557
7/11/2024,Reg 5,Bendapos & Meterai,216594770,292301007
7/11/2024,Reg 5,Fronting,32791775,146507380
7/11/2024,Reg 5,Fund Distribution,,26542340
7/11/2024,Reg 5,Payment,105091236,255566863
7/11/2024,Reg 5,Remittance & Sharia,38166574,101368858
7/11/2024,Reg 6,Bendapos & Meterai,158197272,245042601
7/11/2024,Reg 6,Fronting,33057787,158161186
7/11/2024,Reg 6,Fund Distribution,,31223077
7/11/2024,Reg 6,Payment,146453254,339140508
7/11/2024,Reg 6,Remittance & Sharia,28452201,100318803
7/12/2024,Pospay,Fronting,385027,
7/12/2024,Pospay,Fund Distribution,0,128424488
7/12/2024,Pospay,Payment,284594424,0
7/12/2024,Pospay,Remittance & Sharia,24753913,0
7/12/2024,Reg 1,Bendapos & Meterai,198381978,254522341
7/12/2024,Reg 1,Fronting,25516409,157330858
7/12/2024,Reg 1,Fund Distribution,,20732154
7/12/2024,Reg 1,Payment,139477171,308800176
7/12/2024,Reg 1,Remittance & Sharia,16447684,40384433
7/12/2024,Reg 2,Bendapos & Meterai,584354550,384867318
7/12/2024,Reg 2,Fronting,17541770,54476045
7/12/2024,Reg 2,Fund Distribution,,9380245
7/12/2024,Reg 2,Payment,60829291,124560762
7/12/2024,Reg 2,Remittance & Sharia,29214519,64038870
7/12/2024,Reg 3,Bendapos & Meterai,104401024,131791371
7/12/2024,Reg 3,Fronting,15022192,75999650
7/12/2024,Reg 3,Fund Distribution,,13629906
7/12/2024,Reg 3,Payment,38848372,97310682
7/12/2024,Reg 3,Remittance & Sharia,53558481,115782014
7/12/2024,Reg 4,Bendapos & Meterai,105378720,172268536
7/12/2024,Reg 4,Fronting,16886389,77734731
7/12/2024,Reg 4,Fund Distribution,,12643674
7/12/2024,Reg 4,Payment,81701825,204909708
7/12/2024,Reg 4,Remittance & Sharia,14772104,33167015
7/12/2024,Reg 5,Bendapos & Meterai,176598672,256915725
7/12/2024,Reg 5,Fronting,33012058,124545768
7/12/2024,Reg 5,Fund Distribution,,22563589
7/12/2024,Reg 5,Payment,83478777,221946207
7/12/2024,Reg 5,Remittance & Sharia,35214196,72255650
7/12/2024,Reg 6,Bendapos & Meterai,165506318,210384783
7/12/2024,Reg 6,Fronting,33201894,134452658
7/12/2024,Reg 6,Fund Distribution,,26542688
7/12/2024,Reg 6,Payment,124720672,295487500
7/12/2024,Reg 6,Remittance & Sharia,25730595,49577086
7/13/2024,Pospay,Fronting,385321,
7/13/2024,Pospay,Fund Distribution,0,89077674
7/13/2024,Pospay,Payment,293312188,0
7/13/2024,Pospay,Remittance & Sharia,16890,
7/13/2024,Reg 1,Bendapos & Meterai,93935010,167947083
7/13/2024,Reg 1,Fronting,25503491,101075193
7/13/2024,Reg 1,Fund Distribution,,13319083
7/13/2024,Reg 1,Payment,63262683,199070897
7/13/2024,Reg 1,Remittance & Sharia,13501793,31211798
7/13/2024,Reg 2,Bendapos & Meterai,96974608,252373147
7/13/2024,Reg 2,Fronting,17527224,34997439
7/13/2024,Reg 2,Fund Distribution,,6026209
7/13/2024,Reg 2,Payment,28492359,81598391
7/13/2024,Reg 2,Remittance & Sharia,20023916,46664946
7/13/2024,Reg 3,Bendapos & Meterai,60180790,86287507
7/13/2024,Reg 3,Fronting,14957509,48825003
7/13/2024,Reg 3,Fund Distribution,,8756350
7/13/2024,Reg 3,Payment,22242293,62423526
7/13/2024,Reg 3,Remittance & Sharia,34523222,71132838
7/13/2024,Reg 4,Bendapos & Meterai,60295830,112692797
7/13/2024,Reg 4,Fronting,16858859,49939679
7/13/2024,Reg 4,Fund Distribution,,8122755
7/13/2024,Reg 4,Payment,52633583,128584022
7/13/2024,Reg 4,Remittance & Sharia,9685218,23531635
7/13/2024,Reg 5,Bendapos & Meterai,87549186,168339666
7/13/2024,Reg 5,Fronting,33431159,80012826
7/13/2024,Reg 5,Fund Distribution,,14495674
7/13/2024,Reg 5,Payment,48250665,133526113
7/13/2024,Reg 5,Remittance & Sharia,24224420,48238888
7/13/2024,Reg 6,Bendapos & Meterai,90047682,138840174
7/13/2024,Reg 6,Fronting,33198079,86377383
7/13/2024,Reg 6,Fund Distribution,,17051990
7/13/2024,Reg 6,Payment,74430507,189311764
7/13/2024,Reg 6,Remittance & Sharia,25894244,42110048
7/14/2024,Pospay,Fronting,382294,
7/14/2024,Pospay,Fund Distribution,0,37027101
7/14/2024,Pospay,Payment,263354426,0
7/14/2024,Pospay,Remittance & Sharia,7621,
7/14/2024,Reg 1,Bendapos & Meterai,0,0
7/14/2024,Reg 1,Fronting,25487156,10250618
7/14/2024,Reg 1,Fund Distribution,,1350706
7/14/2024,Reg 1,Payment,6301135,36113142
7/14/2024,Reg 1,Remittance & Sharia,4179460,6217307
7/14/2024,Reg 2,Bendapos & Meterai,0,0
7/14/2024,Reg 2,Fronting,17505485,3549294
7/14/2024,Reg 2,Fund Distribution,,611138
7/14/2024,Reg 2,Payment,4006986,15480390
7/14/2024,Reg 2,Remittance & Sharia,6032176,9323910
7/14/2024,Reg 3,Bendapos & Meterai,0,0
7/14/2024,Reg 3,Fronting,14911320,4951628
7/14/2024,Reg 3,Fund Distribution,,888012
7/14/2024,Reg 3,Payment,2161948,11242593
7/14/2024,Reg 3,Remittance & Sharia,8944741,14329377
7/14/2024,Reg 4,Bendapos & Meterai,0,0
7/14/2024,Reg 4,Fronting,16884113,5064670
7/14/2024,Reg 4,Fund Distribution,,823738
7/14/2024,Reg 4,Payment,5044356,23271424
7/14/2024,Reg 4,Remittance & Sharia,2188210,4705259
7/14/2024,Reg 5,Bendapos & Meterai,0,0
7/14/2024,Reg 5,Fronting,33336672,8114561
7/14/2024,Reg 5,Fund Distribution,,1470038
7/14/2024,Reg 5,Payment,3137909,23217440
7/14/2024,Reg 5,Remittance & Sharia,3728084,9644245
7/14/2024,Reg 6,Bendapos & Meterai,0,0
7/14/2024,Reg 6,Fronting,33172634,8760032
7/14/2024,Reg 6,Fund Distribution,,1729292
7/14/2024,Reg 6,Payment,5677309,35253040
7/14/2024,Reg 6,Remittance & Sharia,7990354,8307045
7/15/2024,Pospay,Fronting,375643,
7/15/2024,Pospay,Fund Distribution,0,180686429
7/15/2024,Pospay,Payment,300802212,0
7/15/2024,Pospay,Remittance & Sharia,55939340,0
7/15/2024,Reg 1,Bendapos & Meterai,178981538,216042498
7/15/2024,Reg 1,Fronting,53138823,193694776
7/15/2024,Reg 1,Fund Distribution,,25524017
7/15/2024,Reg 1,Payment,220875335,493782198
7/15/2024,Reg 1,Remittance & Sharia,25481144,57041107
7/15/2024,Reg 2,Bendapos & Meterai,189542228,317377410
7/15/2024,Reg 2,Fronting,24818112,67067105
7/15/2024,Reg 2,Fund Distribution,,11548309
7/15/2024,Reg 2,Payment,86163988,206039365
7/15/2024,Reg 2,Remittance & Sharia,37907168,91894483
7/15/2024,Reg 3,Bendapos & Meterai,87917548,107895941
7/15/2024,Reg 3,Fronting,45218061,93565467
7/15/2024,Reg 3,Fund Distribution,,16780200
7/15/2024,Reg 3,Payment,63183625,157570301
7/15/2024,Reg 3,Remittance & Sharia,71123409,172915549
7/15/2024,Reg 4,Bendapos & Meterai,99981470,140468169
7/15/2024,Reg 4,Fronting,38381380,95701577
7/15/2024,Reg 4,Fund Distribution,,15566030
7/15/2024,Reg 4,Payment,140220860,325308132
7/15/2024,Reg 4,Remittance & Sharia,22162503,47921553
7/15/2024,Reg 5,Bendapos & Meterai,154870516,211096514
7/15/2024,Reg 5,Fronting,72422724,153332051
7/15/2024,Reg 5,Fund Distribution,,27778754
7/15/2024,Reg 5,Payment,130680368,339400539
7/15/2024,Reg 5,Remittance & Sharia,52387893,105969713
7/15/2024,Reg 6,Bendapos & Meterai,135917858,178679829
7/15/2024,Reg 6,Fronting,55419566,165528726
7/15/2024,Reg 6,Fund Distribution,,32677531
7/15/2024,Reg 6,Payment,193945612,469534663
7/15/2024,Reg 6,Remittance & Sharia,33338402,68125511
7/16/2024,Pospay,Fronting,386566,
7/16/2024,Pospay,Fund Distribution,0,164917604
7/16/2024,Pospay,Payment,297580984,0
7/16/2024,Pospay,Remittance & Sharia,26252909,0
7/16/2024,Reg 1,Bendapos & Meterai,225807740,269440725
7/16/2024,Reg 1,Fronting,25548791,205833200
7/16/2024,Reg 1,Fund Distribution,,27123551
7/16/2024,Reg 1,Payment,183068192,493635027
7/16/2024,Reg 1,Remittance & Sharia,19843571,43511309
7/16/2024,Reg 2,Bendapos & Meterai,301423204,414574188
7/16/2024,Reg 2,Fronting,15671829,71270054
7/16/2024,Reg 2,Fund Distribution,,12272017
7/16/2024,Reg 2,Payment,76649172,211887361
7/16/2024,Reg 2,Remittance & Sharia,28080991,68714459
7/16/2024,Reg 3,Bendapos & Meterai,95766152,142566860
7/16/2024,Reg 3,Fronting,14898236,99429009
7/16/2024,Reg 3,Fund Distribution,,17831777
7/16/2024,Reg 3,Payment,49866771,159687099
7/16/2024,Reg 3,Remittance & Sharia,106291114,122994763
7/16/2024,Reg 4,Bendapos & Meterai,131883750,186788325
7/16/2024,Reg 4,Fronting,16681963,101698987
7/16/2024,Reg 4,Fund Distribution,,16541521
7/16/2024,Reg 4,Payment,116968588,330764523
7/16/2024,Reg 4,Remittance & Sharia,15514030,35536081
7/16/2024,Reg 5,Bendapos & Meterai,217621382,277335476
7/16/2024,Reg 5,Fronting,32811894,162941038
7/16/2024,Reg 5,Fund Distribution,,29519588
7/16/2024,Reg 5,Payment,113201409,346023429
7/16/2024,Reg 5,Remittance & Sharia,38591166,77231822
7/16/2024,Reg 6,Bendapos & Meterai,163347334,222637780
7/16/2024,Reg 6,Fronting,33180084,175902053
7/16/2024,Reg 6,Fund Distribution,,34725364
7/16/2024,Reg 6,Payment,162400845,471525742
7/16/2024,Reg 6,Remittance & Sharia,26647646,53944719
7/17/2024,Pospay,Fronting,383012,
7/17/2024,Pospay,Fund Distribution,0,40867510
7/17/2024,Pospay,Payment,291032401,0
7/17/2024,Pospay,Remittance & Sharia,20405750,0
7/17/2024,Reg 1,Bendapos & Meterai,219372882,0
7/17/2024,Reg 1,Fronting,25620943,17608147
7/17/2024,Reg 1,Fund Distribution,,2320283
7/17/2024,Reg 1,Payment,186569280,65430999
7/17/2024,Reg 1,Remittance & Sharia,16435743,7256948
7/17/2024,Reg 2,Bendapos & Meterai,345951528,0
7/17/2024,Reg 2,Fronting,18024226,6096847
7/17/2024,Reg 2,Fund Distribution,,1049813
7/17/2024,Reg 2,Payment,72486809,30370082
7/17/2024,Reg 2,Remittance & Sharia,26415544,11085065
7/17/2024,Reg 3,Bendapos & Meterai,100139012,0
7/17/2024,Reg 3,Fronting,14892375,8505729
7/17/2024,Reg 3,Fund Distribution,,1525427
7/17/2024,Reg 3,Payment,44635951,20776992
7/17/2024,Reg 3,Remittance & Sharia,81263270,18030090
7/17/2024,Reg 4,Bendapos & Meterai,125333760,0
7/17/2024,Reg 4,Fronting,16787996,8699911
7/17/2024,Reg 4,Fund Distribution,,1415045
7/17/2024,Reg 4,Payment,113957720,42919121
7/17/2024,Reg 4,Remittance & Sharia,12111240,5641363
7/17/2024,Reg 5,Bendapos & Meterai,164491286,0
7/17/2024,Reg 5,Fronting,32562284,13938902
7/17/2024,Reg 5,Fund Distribution,,2525259
7/17/2024,Reg 5,Payment,94445059,41899699
7/17/2024,Reg 5,Remittance & Sharia,27241579,11789576
7/17/2024,Reg 6,Bendapos & Meterai,158676158,0
7/17/2024,Reg 6,Fronting,33161292,15047664
7/17/2024,Reg 6,Fund Distribution,,2970592
7/17/2024,Reg 6,Payment,157675259,64388310
7/17/2024,Reg 6,Remittance & Sharia,22961224,9414039
7/18/2024,Pospay,Fronting,385114,
7/18/2024,Pospay,Fund Distribution,0,190321392
7/18/2024,Pospay,Payment,300076638,0
7/18/2024,Pospay,Remittance & Sharia,18733310,0
7/18/2024,Reg 1,Bendapos & Meterai,206783056,301091415
7/18/2024,Reg 1,Fronting,25545298,338073560
7/18/2024,Reg 1,Fund Distribution,,44549462
7/18/2024,Reg 1,Payment,201290875,702639017
7/18/2024,Reg 1,Remittance & Sharia,31883815,53165629
7/18/2024,Reg 2,Bendapos & Meterai,300007522,460941478
7/18/2024,Reg 2,Fronting,17358820,117058475
7/18/2024,Reg 2,Fund Distribution,,20156347
7/18/2024,Reg 2,Payment,75148971,309347087
7/18/2024,Reg 2,Remittance & Sharia,22941305,85729843
7/18/2024,Reg 3,Bendapos & Meterai,95148446,158318716
7/18/2024,Reg 3,Fronting,14815885,163308533
7/18/2024,Reg 3,Fund Distribution,,29288049
7/18/2024,Reg 3,Payment,48748385,229019202
7/18/2024,Reg 3,Remittance & Sharia,37416505,161706703
7/18/2024,Reg 4,Bendapos & Meterai,123619460,207287292
7/18/2024,Reg 4,Fronting,16708428,167036891
7/18/2024,Reg 4,Fund Distribution,,27168854
7/18/2024,Reg 4,Payment,123430952,467974749
7/18/2024,Reg 4,Remittance & Sharia,12503824,44728035
7/18/2024,Reg 5,Bendapos & Meterai,181130900,308164693
7/18/2024,Reg 5,Fronting,32464100,267624740
7/18/2024,Reg 5,Fund Distribution,,48484865
7/18/2024,Reg 5,Payment,116501736,474924700
7/18/2024,Reg 5,Remittance & Sharia,31444408,99029751
7/18/2024,Reg 6,Bendapos & Meterai,184443834,248816175
7/18/2024,Reg 6,Fronting,33242244,288912733
7/18/2024,Reg 6,Fund Distribution,,57035158
7/18/2024,Reg 6,Payment,158994018,668777999
7/18/2024,Reg 6,Remittance & Sharia,21116701,63441731
7/19/2024,Pospay,Fronting,384348,
7/19/2024,Pospay,Fund Distribution,0,104570869
7/19/2024,Pospay,Payment,320201140,0
7/19/2024,Pospay,Remittance & Sharia,19738626,0
7/19/2024,Reg 1,Bendapos & Meterai,189173302,295165596
7/19/2024,Reg 1,Fronting,25672168,158782282
7/19/2024,Reg 1,Fund Distribution,,20923416
7/19/2024,Reg 1,Payment,234540999,269471278
7/19/2024,Reg 1,Remittance & Sharia,16905892,38244723
7/19/2024,Reg 2,Bendapos & Meterai,370317638,451266012
7/19/2024,Reg 2,Fronting,16680208,54978603
7/19/2024,Reg 2,Fund Distribution,,9466781
7/19/2024,Reg 2,Payment,87503918,105507922
7/19/2024,Reg 2,Remittance & Sharia,26858105,59805327
7/19/2024,Reg 3,Bendapos & Meterai,90820390,154945221
7/19/2024,Reg 3,Fronting,14804684,76700770
7/19/2024,Reg 3,Fund Distribution,,13755644
7/19/2024,Reg 3,Payment,59403105,84179736
7/19/2024,Reg 3,Remittance & Sharia,35630782,104152541
7/19/2024,Reg 4,Bendapos & Meterai,100439080,202834205
7/19/2024,Reg 4,Fronting,16742038,78451852
7/19/2024,Reg 4,Fund Distribution,,12760321
7/19/2024,Reg 4,Payment,144923262,178598382
7/19/2024,Reg 4,Remittance & Sharia,13315943,30779434
7/19/2024,Reg 5,Bendapos & Meterai,191401736,301646972
7/19/2024,Reg 5,Fronting,32687030,125694731
7/19/2024,Reg 5,Fund Distribution,,22771746
7/19/2024,Reg 5,Payment,129110105,197636582
7/19/2024,Reg 5,Remittance & Sharia,27751445,66095633
7/19/2024,Reg 6,Bendapos & Meterai,141559290,243925805
7/19/2024,Reg 6,Fronting,33264148,135693019
7/19/2024,Reg 6,Fund Distribution,,26787549
7/19/2024,Reg 6,Payment,185412996,257434532
7/19/2024,Reg 6,Remittance & Sharia,24031402,48001838
7/20/2024,Pospay,Fronting,395539,
7/20/2024,Pospay,Fund Distribution,0,72940976
7/20/2024,Pospay,Payment,356446013,0
7/20/2024,Pospay,Remittance & Sharia,24534,
7/20/2024,Reg 1,Bendapos & Meterai,98374432,169925310
7/20/2024,Reg 1,Fronting,53318058,84832014
7/20/2024,Reg 1,Fund Distribution,,11178654
7/20/2024,Reg 1,Payment,157455561,123689085
7/20/2024,Reg 1,Remittance & Sharia,13674795,27386102
7/20/2024,Reg 2,Bendapos & Meterai,65965286,269929077
7/20/2024,Reg 2,Fronting,25090272,29373212
7/20/2024,Reg 2,Fund Distribution,,5057775
7/20/2024,Reg 2,Payment,47699896,47445985
7/20/2024,Reg 2,Remittance & Sharia,17689859,41063477
7/20/2024,Reg 3,Bendapos & Meterai,52603142,93527540
7/20/2024,Reg 3,Fronting,45012260,40978634
7/20/2024,Reg 3,Fund Distribution,,7349167
7/20/2024,Reg 3,Payment,44736716,38053882
7/20/2024,Reg 3,Remittance & Sharia,27205002,63093688
7/20/2024,Reg 4,Bendapos & Meterai,61453360,123042366
7/20/2024,Reg 4,Fronting,38327560,41914179
7/20/2024,Reg 4,Fund Distribution,,6817390
7/20/2024,Reg 4,Payment,139860246,78978713
7/20/2024,Reg 4,Remittance & Sharia,10716466,20723384
7/20/2024,Reg 5,Bendapos & Meterai,107912244,181259309
7/20/2024,Reg 5,Fronting,73727142,67154454
7/20/2024,Reg 5,Fund Distribution,,12166160
7/20/2024,Reg 5,Payment,93880978,84878227
7/20/2024,Reg 5,Remittance & Sharia,21251403,42493202
7/20/2024,Reg 6,Bendapos & Meterai,80893972,140315725
7/20/2024,Reg 6,Fronting,54920012,72496201
7/20/2024,Reg 6,Fund Distribution,,14311667
7/20/2024,Reg 6,Payment,135719442,116984070
7/20/2024,Reg 6,Remittance & Sharia,25165881,36630296
